Supplementary Data VII. Full ancient genomes dataset																					
Sample details for all ancient genomes imputed and analysed in this study, including published data (publication source in column 'Data source')																					
																					
Age (upper), Age (lower), Age average, Dating: radiocarbon date ranges (upper and lower bounds) for 95%CI and mean; dating source (direct date or context)																					
Y haplogroup major & Y haplogroup derived: Y-chromosomal haplogroup - major clade and derived subclade (where relevant) 																					
Coverage: Autosomal genome gepth of coverage (x)																					
Average GP: average genotype probability for called and imputed genotypes																					
Flag: flags used to mark samples in analyses (low coverage; low GP; close relationship to other sample; 0=no flag - see Methods)																					
IBD clustering: labels used for IBD clustering analysis (see Supplementary Note 3f)																					
																		IBD clustering			
Individual ID	Site	Country	Region	Group label	Latitude	Longitude	Data source	Age (upper)	Age (lower)	Age average	Dating	Sex	Y haplogroup (major)	Y haplogroup (derived)	Coverage	Average GP	Flag	Cluster ID	Cluster fine	Cluster global	Cluster group
SZ43	Szólád	Hungary	CentralEasternEurope	Hungary_Medieval_Langobard	46.28	17.85	Amorim_NatureCommunications_2018	1,515	1,346	1,431	direct	XY	I2a	I2a1b1a1b1a1a~	11.58	0.998	0	2.1.2.1.1.1.8	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
SZ1	Szólád	Hungary	CentralEasternEurope	Hungary_Medieval_Avar	46.28	17.85	Amorim_NatureCommunications_2018	1,350	1,150	1,250	context	XY	R1a	R1a1a1b2	10.86	0.998	0	1.3.1.3.1.7	EuropeE_4000BP_2500BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
R11	Grotta Continenza	Italy	SouthernEurope	Italy_Mesolithic	41.96	13.54	Antonio_Science_2019	12,050	11,766	11,908	direct	XY	I2a	I2a1b	0.96	0.995	0	4.2.2.1.2.1	Italy_15000BP_9000BP	Europe_15000BP_4000BP	HG_EuropeW
R7	Grotta Continenza	Italy	SouthernEurope	Italy_Mesolithic	41.96	13.54	Antonio_Science_2019	10,771	10,592	10,682	direct	XY	I2a	I2a1b	3.15	0.997	0	4.2.2.1.2.3	Italy_15000BP_9000BP	Europe_15000BP_4000BP	HG_EuropeW
R15	Grotta Continenza	Italy	SouthernEurope	Italy_Mesolithic	41.96	13.54	Antonio_Science_2019	9,234	9,015	9,125	direct	XY	I2a	I2a1b	3.07	0.997	0	4.2.2.1.2.2	Italy_15000BP_9000BP	Europe_15000BP_4000BP	HG_EuropeW
R2	Grotta Continenza	Italy	SouthernEurope	Italy_Neolithic	41.96	13.54	Antonio_Science_2019	8,016	7,952	7,984	direct	XX			3.70	0.998	0	2.3.2.9	EuropeS_8000BP_6000BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
R3	Grotta Continenza	Italy	SouthernEurope	Italy_Neolithic	41.96	13.54	Antonio_Science_2019	7,786	7,673	7,730	direct	XX			4.06	0.998	0	2.3.2.10	EuropeS_8000BP_6000BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
R8	Grotta Continenza	Italy	SouthernEurope	Italy_Neolithic	41.96	13.54	Antonio_Science_2019	7,782	7,665	7,724	direct	XX			0.53	0.995	0	2.3.2.11	EuropeS_8000BP_6000BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
R10	Grotta Continenza	Italy	SouthernEurope	Italy_Neolithic	41.96	13.54	Antonio_Science_2019	7,667	7,591	7,629	direct	XX			1.32	0.996	0	2.3.2.4	EuropeS_8000BP_6000BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
R9	Grotta Continenza	Italy	SouthernEurope	Italy_Neolithic	41.96	13.54	Antonio_Science_2019	7,557	7,435	7,496	direct	XY	G2a	G2a2a	4.04	0.998	0	2.3.2.12	EuropeS_8000BP_6000BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
R6	Grotta Continenza	Italy	SouthernEurope	Italy_Neolithic	41.96	13.54	Antonio_Science_2019	7,192	7,127	7,160	direct	XY	R1b	R1b1b	0.60	0.995	0	2.2.1.3.1.9	Italy_5500BP_4000BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
R4	Grotta Continenza	Italy	SouthernEurope	Italy_Neolithic	41.96	13.54	Antonio_Science_2019	4,900	4,830	4,865	direct	XY	G2a	G2a2b2b	3.68	0.998	0	2.2.1.3.2.1	Italy_5500BP_4000BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
R5	Grotta Continenza	Italy	SouthernEurope	Italy_Neolithic	41.96	13.54	Antonio_Science_2019	4,852	4,827	4,840	direct	XX			1.50	0.996	0	2.2.1.3.2.1	Italy_5500BP_4000BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
R18	Ripabianca di Monterado	Italy	SouthernEurope	Italy_Neolithic	43.72	13.03	Antonio_Science_2019	7,415	7,182	7,299	direct	XX			0.63	0.994	0	2.3.2.7	EuropeS_8000BP_6000BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
R19	Ripabianca di Monterado	Italy	SouthernEurope	Italy_Neolithic	43.72	13.03	Antonio_Science_2019	7,295	7,171	7,233	direct	XY	J2a	J2a1a1a2b2	0.52	0.994	0	2.3.2.8	EuropeS_8000BP_6000BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
R17	Ripabianca di Monterado	Italy	SouthernEurope	Italy_Neolithic	43.72	13.03	Antonio_Science_2019	7,274	7,173	7,224	direct	XY	J2a	J2a	0.57	0.994	0	2.3.2.6	EuropeS_8000BP_6000BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
R16	Ripabianca di Monterado	Italy	SouthernEurope	Italy_Neolithic	43.72	13.03	Antonio_Science_2019	7,251	7,164	7,208	direct	XX			0.57	0.994	0	2.3.2.5	EuropeS_8000BP_6000BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
R24	Su Crocefissu	Italy	SouthernEurope	Italy_Neolithic	40.81	8.44	Antonio_Science_2019	5,576	5,324	5,450	direct	XX			0.55	0.994	0	2.2.1.3.1.3	Italy_5500BP_4000BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
R25	Su Crocefissu	Italy	SouthernEurope	Italy_Neolithic	40.81	8.44	Antonio_Science_2019	5,450	2,850	4,150	context	XX			0.54	0.994	0	2.2.1.3.1.4	Italy_5500BP_4000BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
R26	Su Crocefissu	Italy	SouthernEurope	Italy_Neolithic	40.81	8.44	Antonio_Science_2019	5,450	2,850	4,150	context	XY	I2a	I2a1b1a1b	0.53	0.994	0	2.2.1.3.1.5	Italy_5500BP_4000BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
R27	Su Crocefissu	Italy	SouthernEurope	Italy_Neolithic	40.81	8.44	Antonio_Science_2019	5,450	2,850	4,150	context	XY	I2a	I2a1b1a1b	0.71	0.995	0	2.2.1.3.1.6	Italy_5500BP_4000BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
R28	Su Crocefissu	Italy	SouthernEurope	Italy_Neolithic	40.81	8.44	Antonio_Science_2019	5,450	2,850	4,150	context	XX			0.73	0.995	0	2.2.1.3.1.7	Italy_5500BP_4000BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
R29	Su Crocefissu	Italy	SouthernEurope	Italy_Neolithic	40.81	8.44	Antonio_Science_2019	5,450	2,850	4,150	context	XY	G2a	G2a2b2b	0.56	0.995	0	2.2.1.3.1.8	Italy_5500BP_4000BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
R22	Su Crocefissu	Italy	SouthernEurope	Italy_Neolithic	40.81	8.44	Antonio_Science_2019	3,960	3,831	3,896	direct	XX			0.78	0.995	0	2.2.1.3.1.2	Italy_5500BP_4000BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
R1014	Monte San Biagio	Italy	SouthernEurope	Italy_Neolithic	41.37	13.29	Antonio_Science_2019	5,450	4,450	4,950	context	XY	H	H	0.62	0.995	0	2.2.1.3.2.3	Italy_5500BP_4000BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
R1	Martinsicuro	Italy	SouthernEurope	Italy_IronAge	42.88	13.89	Antonio_Science_2019	2,880	2,789	2,835	direct	XX			4.01	0.998	0	2.1.2.1.1.3.1.1	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R1016	Castel di Decima	Italy	SouthernEurope	Italy_IronAge	41.75	12.43	Antonio_Science_2019	2,850	2,650	2,750	context	XY	R1b	R1b1a1	0.41	0.992	0	2.1.2.2.2.1.5	Europe_4000BP_2000BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R473	Civitavecchia	Italy	SouthernEurope	Italy_IronAge	42.09	11.77	Antonio_Science_2019	2,650	2,550	2,600	context	XX			2.41	0.997	0	2.1.2.1.2.1.2	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R474	Civitavecchia	Italy	SouthernEurope	Italy_IronAge	42.09	11.77	Antonio_Science_2019	2,650	2,550	2,600	context	XY	J2b	J2b2a1a1	1.32	0.996	0	2.1.2.1.1.2.5	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R475	Civitavecchia	Italy	SouthernEurope	Italy_IronAge	42.09	11.77	Antonio_Science_2019	2,650	2,550	2,600	context	XX			1.27	0.995	0	2.1.2.1.2.1.5	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R850	Ardea	Italy	SouthernEurope	Italy_IronAge	41.6	12.51	Antonio_Science_2019	2,750	2,450	2,600	context	XY	T1a	T1a1a1b2	0.66	0.994	0	2.1.1.2.1.2.1	Italy_2600BP_600BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R851	Ardea	Italy	SouthernEurope	Italy_IronAge	41.6	12.51	Antonio_Science_2019	2,750	2,450	2,600	context	XY	R1b	R1b1a1b1a1	0.72	0.995	0	2.1.2.1.1.1.7	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R1021	Boville Ernica	Italy	SouthernEurope	Italy_IronAge	41.64	12.91	Antonio_Science_2019	2,650	2,550	2,600	context	XY	R1b	R1b1a1b1a	0.58	0.994	0	2.1.2.1.1.2.1	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R435	Palestrina Colombella	Italy	SouthernEurope	Italy_IronAge	41.8	12.78	Antonio_Science_2019	2,550	2,150	2,350	context	XY	R1b	R1b1a1b1a1a2b	1.04	0.996	0	2.1.2.1.1.2.3	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R437	Palestrina Selciata	Italy	SouthernEurope	Italy_IronAge	41.8	12.78	Antonio_Science_2019	2,350	2,150	2,250	context	XY	R1b	R1b1a1b1a1	1.46	0.996	0	2.1.1.2.3.5	Italy_2600BP_600BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R1015	Veio Grotta Gramiccia	Italy	SouthernEurope	Italy_IronAge	42.02	12.1	Antonio_Science_2019	2,850	2,750	2,800	context	XX			0.89	0.995	0	2.1.2.1.1.2.4	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R111	Via Paisiello (Necropoli Salaria)	Italy	SouthernEurope	Italy_Imperial	41.92	12.49	Antonio_Science_2019	1,950	1,750	1,850	context	XY	R1b	R1b1a1b1a	0.61	0.994	0	2.1.2.1.1.1.1	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R113	Via Paisiello (Necropoli Salaria)	Italy	SouthernEurope	Italy_Imperial	41.92	12.49	Antonio_Science_2019	1,950	1,750	1,850	context	XY	E1b	E1b1b1a1a1c1	0.64	0.994	0	2.1.2.1.2.3.1	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R114	Via Paisiello (Necropoli Salaria)	Italy	SouthernEurope	Italy_Imperial	41.92	12.49	Antonio_Science_2019	1,950	1,750	1,850	context	XX			1.19	0.996	0	2.1.1.3.1.1.5	LevantEuropeS_4700BP_1700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R115	Via Paisiello (Necropoli Salaria)	Italy	SouthernEurope	Italy_Imperial	41.92	12.49	Antonio_Science_2019	1,950	1,750	1,850	context	XY	J2a	J2a1a1a2b2a1	1.15	0.996	0	2.1.1.1.1.2.1	EuropeSE_3800BP_1400BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R116	Via Paisiello (Necropoli Salaria)	Italy	SouthernEurope	Italy_Imperial	41.92	12.49	Antonio_Science_2019	1,950	1,750	1,850	context	XY	J2b	J2b2a1a1a1a1a1a	1.09	0.996	0	1.2.1.1.2.1.4	EuropeNW_4000BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
R131	Via Paisiello (Necropoli Salaria)	Italy	SouthernEurope	Italy_Imperial	41.92	12.49	Antonio_Science_2019	1,950	1,750	1,850	context	XY	G2a	G2a2b1	0.61	0.994	0	2.1.2.1.2.1.3	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R80	Viale Rossini (Necropoli Salaria)	Italy	SouthernEurope	Italy_Imperial	41.92	12.49	Antonio_Science_2019	1,927	1,820	1,874	direct	XX			1.93	0.997	0	2.1.1.2.2.1.2	Italy_2600BP_600BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R75	Viale Rossini (Necropoli Salaria)	Italy	SouthernEurope	Italy_Imperial	41.92	12.49	Antonio_Science_2019	1,950	1,750	1,850	context	XX			0.57	0.994	0	2.1.1.1.4.2	EuropeSE_3800BP_1400BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R76	Viale Rossini (Necropoli Salaria)	Italy	SouthernEurope	Italy_Imperial	41.92	12.49	Antonio_Science_2019	1,950	1,750	1,850	context	XY	J2a	J2a1a1b	0.67	0.994	0	2.1.1.2.1.1.5	Italy_2600BP_600BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R78	Viale Rossini (Necropoli Salaria)	Italy	SouthernEurope	Italy_Imperial	41.92	12.49	Antonio_Science_2019	1,950	1,750	1,850	context	XX			1.15	0.996	0	2.1.1.1.2.6	EuropeSE_3800BP_1400BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R81	Viale Rossini (Necropoli Salaria)	Italy	SouthernEurope	Italy_Imperial	41.92	12.49	Antonio_Science_2019	1,950	1,750	1,850	context	XY	J2a	J2a1a1a2b2	0.53	0.993	0	2.1.1.2.1.1.6	Italy_2600BP_600BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R436	Palestrina Antina	Italy	SouthernEurope	Italy_Imperial	41.8	12.78	Antonio_Science_2019	1,950	1,750	1,850	context	XX			1.46	0.996	0	2.1.1.1.2.4	EuropeSE_3800BP_1400BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R42	Isola Sacra	Italy	SouthernEurope	Italy_Imperial	41.75	12.26	Antonio_Science_2019	1,928	1,830	1,879	direct	XX			3.95	0.997	0	2.1.1.1.3.1	EuropeSE_3800BP_1400BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R39	Isola Sacra	Italy	SouthernEurope	Italy_Imperial	41.75	12.26	Antonio_Science_2019	1,882	1,820	1,851	direct	XX			1.67	0.996	0	2.1.1.1.1.2.1	EuropeSE_3800BP_1400BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R37	Isola Sacra	Italy	SouthernEurope	Italy_Imperial	41.75	12.26	Antonio_Science_2019	1,949	1,550	1,750	context	XX			0.94	0.996	0	2.1.2.2.2.1.2	Europe_4000BP_2000BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R38	Isola Sacra	Italy	SouthernEurope	Italy_Imperial	41.75	12.26	Antonio_Science_2019	1,949	1,550	1,750	context	XX			1.17	0.995	0	2.1.1.1.4.2	EuropeSE_3800BP_1400BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R40	Isola Sacra	Italy	SouthernEurope	Italy_Imperial	41.75	12.26	Antonio_Science_2019	1,949	1,550	1,750	context	XX			1.03	0.995	0	2.1.1.2.1.1.4	Italy_2600BP_600BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R41	Isola Sacra	Italy	SouthernEurope	Italy_Imperial	41.75	12.26	Antonio_Science_2019	1,949	1,550	1,750	context	XX			1.13	0.995	0	2.1.1.1.1.1.2	EuropeSE_3800BP_1400BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R43	Isola Sacra	Italy	SouthernEurope	Italy_Imperial	41.75	12.26	Antonio_Science_2019	1,949	1,550	1,750	context	XX			1.52	0.996	0	2.1.1.1.1.2.2	EuropeSE_3800BP_1400BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R44	Isola Sacra	Italy	SouthernEurope	Italy_Imperial	41.75	12.26	Antonio_Science_2019	1,949	1,550	1,750	context	XY	J2a	J2a1a1a2b2	1.07	0.996	0	2.1.1.2.2.1.1	Italy_2600BP_600BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R45	Isola Sacra	Italy	SouthernEurope	Italy_Imperial	41.75	12.26	Antonio_Science_2019	1,949	1,550	1,750	context	XX			1.09	0.995	0	2.1.1.2.3.6	Italy_2600BP_600BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R50	Centocelle	Italy	SouthernEurope	Italy_Imperial	41.84	12.55	Antonio_Science_2019	1,815	1,706	1,761	direct	XY	J2b	J2b1	1.35	0.996	0	2.1.1.1.2.1	EuropeSE_3800BP_1400BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R49	Centocelle	Italy	SouthernEurope	Italy_Imperial	41.84	12.55	Antonio_Science_2019	1,950	1,550	1,750	context	XX			1.24	0.996	0	2.1.2.1.2.2.2.1	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R51	Centocelle	Italy	SouthernEurope	Italy_Imperial	41.84	12.55	Antonio_Science_2019	1,950	1,550	1,750	context	XX			1.00	0.995	0	2.1.1.2.1.2.2	Italy_2600BP_600BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R47	Centocelle	Italy	SouthernEurope	Italy_Imperial	41.84	12.55	Antonio_Science_2019	1,718	1,617	1,668	direct	XY	G2a	G2a2b1	1.17	0.995	0	2.1.2.1.1.1.5	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R835	Civitanova Marche	Italy	SouthernEurope	Italy_Imperial	43.31	13.65	Antonio_Science_2019	1,977	1,650	1,814	context	XY	J1a	J1a2a1a2	0.66	0.994	0	2.1.2.1.2.1.6	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R836	Civitanova Marche	Italy	SouthernEurope	Italy_Imperial	43.31	13.65	Antonio_Science_2019	1,977	1,650	1,814	context	XX			0.55	0.994	0	2.1.1.1.1.1.3	EuropeSE_3800BP_1400BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R66	ANAS (Azienda Nazionale Autonoma delle Strada)	Italy	SouthernEurope	Italy_Imperial	41.83	12.47	Antonio_Science_2019	1,850	1,650	1,750	context	XY	R2	R2	0.56	0.994	0	2.1.1.3.1.1.6	LevantEuropeS_4700BP_1700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R67	ANAS (Azienda Nazionale Autonoma delle Strada)	Italy	SouthernEurope	Italy_Imperial	41.83	12.47	Antonio_Science_2019	1,850	1,650	1,750	context	XX			1.67	0.996	0	2.1.1.3.2.2.4	LevantEuropeS_4700BP_1700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R68	ANAS (Azienda Nazionale Autonoma delle Strada)	Italy	SouthernEurope	Italy_Imperial	41.83	12.47	Antonio_Science_2019	1,850	1,650	1,750	context	XY	J2a	J2a1a	1.35	0.996	0	2.1.1.3.2.1.4	LevantEuropeS_4700BP_1700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R69	ANAS (Azienda Nazionale Autonoma delle Strada)	Italy	SouthernEurope	Italy_Imperial	41.83	12.47	Antonio_Science_2019	1,850	1,650	1,750	context	XX			1.61	0.996	0	2.1.1.2.3.7	Italy_2600BP_600BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R70	ANAS (Azienda Nazionale Autonoma delle Strada)	Italy	SouthernEurope	Italy_Imperial	41.83	12.47	Antonio_Science_2019	1,850	1,650	1,750	context	XY	G2a	G2a2b2a	1.10	0.996	0	2.1.1.3.2.1.5	LevantEuropeS_4700BP_1700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R71	ANAS (Azienda Nazionale Autonoma delle Strada)	Italy	SouthernEurope	Italy_Imperial	41.83	12.47	Antonio_Science_2019	1,850	1,650	1,750	context	XX			0.84	0.995	0	2.1.1.1.2.5	EuropeSE_3800BP_1400BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R72	ANAS (Azienda Nazionale Autonoma delle Strada)	Italy	SouthernEurope	Italy_Imperial	41.83	12.47	Antonio_Science_2019	1,850	1,650	1,750	context	XX			0.80	0.995	0	2.1.1.1.4.3	EuropeSE_3800BP_1400BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R73	ANAS (Azienda Nazionale Autonoma delle Strada)	Italy	SouthernEurope	Italy_Imperial	41.83	12.47	Antonio_Science_2019	1,850	1,650	1,750	context	XX			0.97	0.996	0	2.1.1.2.2.1.2	Italy_2600BP_600BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R1543	Mazzano Romano	Italy	SouthernEurope	Italy_Imperial	42.2	12.33	Antonio_Science_2019	1,949	1,550	1,750	context	XY	T1a	T1a1a1b2	1.02	0.995	0	2.1.1.2.1.2.1	Italy_2600BP_600BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R1544	Mazzano Romano	Italy	SouthernEurope	Italy_Imperial	42.2	12.33	Antonio_Science_2019	1,949	1,550	1,750	context	XX			0.94	0.995	0	2.1.2.1.2.2.2.2	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R1545	Mazzano Romano	Italy	SouthernEurope	Italy_Imperial	42.2	12.33	Antonio_Science_2019	1,949	1,550	1,750	context	XY	G2a	G2a2b2a1a1a1	1.58	0.996	0	2.1.1.2.1.1.3	Italy_2600BP_600BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R1551	Monterotondo	Italy	SouthernEurope	Italy_Imperial	42.07	12.59	Antonio_Science_2019	1,895	1,739	1,817	direct	XY	J2a	J2a1a1a2b2a3	0.84	0.994	0	2.1.1.1.3.2	EuropeSE_3800BP_1400BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R1547	Monterotondo	Italy	SouthernEurope	Italy_Imperial	42.07	12.59	Antonio_Science_2019	1,977	1,650	1,814	context	XY	J1a	J1a2a1a2d2b2b2c4~	0.79	0.994	0	2.1.1.3.1.1.1	LevantEuropeS_4700BP_1700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R1548	Monterotondo	Italy	SouthernEurope	Italy_Imperial	42.07	12.59	Antonio_Science_2019	1,977	1,650	1,814	context	XY	R1a	R1a1a1b	0.90	0.995	0	2.1.1.2.2.1.3	Italy_2600BP_600BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R1549	Monterotondo	Italy	SouthernEurope	Italy_Imperial	42.07	12.59	Antonio_Science_2019	1,977	1,650	1,814	context	XY	J1a	J1a2a1a2	1.07	0.995	0	2.1.2.1.1.3.2.1	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R1550	Monterotondo	Italy	SouthernEurope	Italy_Imperial	42.07	12.59	Antonio_Science_2019	1,977	1,650	1,814	context	XY	J2a	J2a1a1a2b2	0.91	0.995	0	2.1.1.3.2.2.3	LevantEuropeS_4700BP_1700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R123	Casale del dolce	Italy	SouthernEurope	Italy_Imperial	41.68	13.15	Antonio_Science_2019	1,873	1,650	1,762	direct	XY	R1b	R1b1a1b1b	0.68	0.995	0	2.1.1.1.1.2.2	EuropeSE_3800BP_1400BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R125	Casale del dolce	Italy	SouthernEurope	Italy_Imperial	41.68	13.15	Antonio_Science_2019	1,950	1,550	1,750	context	XX			0.68	0.995	0	2.1.2.1.2.2.1.2	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R128	Casale del dolce	Italy	SouthernEurope	Italy_Imperial	41.68	13.15	Antonio_Science_2019	1,950	1,550	1,750	context	XY	J1a	J1a2	0.95	0.995	0	2.1.1.2.3.4	Italy_2600BP_600BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R126	Casale del dolce	Italy	SouthernEurope	Italy_Imperial	41.68	13.15	Antonio_Science_2019	1,710	1,616	1,663	direct	XX			1.06	0.996	0	2.1.1.2.3.3	Italy_2600BP_600BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R132	Marcellino & Pietro	Italy	SouthernEurope	Italy_Imperial	41.89	12.5	Antonio_Science_2019	1,814	1,624	1,719	direct	XY	G2a	G2a2b2a1a1c1a1a2	1.56	0.996	0	2.1.1.3.2.1.1	LevantEuropeS_4700BP_1700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R130	Marcellino & Pietro	Italy	SouthernEurope	Italy_LateAntiquity	41.89	12.5	Antonio_Science_2019	1,650	1,450	1,550	context	XY	J1a	J1a2a1a2c	1.42	0.996	0	2.1.1.1.3.1	EuropeSE_3800BP_1400BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R133	Marcellino & Pietro	Italy	SouthernEurope	Italy_LateAntiquity	41.89	12.5	Antonio_Science_2019	1,650	1,450	1,550	context	XX			1.64	0.997	0	2.1.1.1.2.3	EuropeSE_3800BP_1400BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R134	Marcellino & Pietro	Italy	SouthernEurope	Italy_LateAntiquity	41.89	12.5	Antonio_Science_2019	1,650	1,450	1,550	context	XX			1.19	0.996	0	2.1.1.2.1.1.2	Italy_2600BP_600BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R136	Marcellino & Pietro	Italy	SouthernEurope	Italy_LateAntiquity	41.89	12.5	Antonio_Science_2019	1,650	1,450	1,550	context	XY	J2a	J2a1a1b2a1b1b3	1.90	0.997	0	2.1.2.1.2.1.4	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R137	Marcellino & Pietro	Italy	SouthernEurope	Italy_LateAntiquity	41.89	12.5	Antonio_Science_2019	1,650	1,450	1,550	context	XX			1.34	0.996	0	2.1.1.1.2.1	EuropeSE_3800BP_1400BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R31	Mausoleo di Augusto	Italy	SouthernEurope	Italy_LateAntiquity	41.91	12.47	Antonio_Science_2019	1,618	1,531	1,575	direct	XY	R1b	R1b1a1b1a1a2e2	2.04	0.997	0	1.1.1.4.1.2	Europe_1400BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
